cliente,servico,review,sentimento_modelo,sentimento
Cliente_061,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_048,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_147,Telefone,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_004,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_035,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_192,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_049,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_017,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_172,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_158,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_046,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_117,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_006,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_099,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_124,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_037,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_024,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_093,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_046,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_181,Fibra Óptica,Não resolve meu problema nunca.,1 star,Negativo
Cliente_095,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_099,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_188,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_116,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_191,Fibra Óptica,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_160,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_161,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_067,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_128,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_018,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_025,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_054,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_058,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_067,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_104,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_174,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_024,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_114,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_032,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_175,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_086,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_151,Internet,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_194,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_127,Internet,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_155,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_130,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_017,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_104,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_161,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_137,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_043,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_176,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_039,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_170,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_026,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_099,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_050,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_153,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_152,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_013,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_060,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_135,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_057,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_036,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_173,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_020,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_065,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_008,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_144,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_142,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_115,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_143,Fibra Óptica,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_092,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_098,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_066,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_032,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_191,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_086,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_051,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_153,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_186,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_063,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_190,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_125,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_150,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_058,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_058,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_086,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_049,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_180,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_170,Fibra Óptica,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_070,Fibra Óptica,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_015,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_054,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_188,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_101,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_008,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_053,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_060,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_108,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_005,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_103,Telefone,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_196,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_006,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_109,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_116,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_094,Internet,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_047,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_099,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_055,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_168,TV,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_052,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_144,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_013,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_114,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_124,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_106,Telefone,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_158,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_147,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_145,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_120,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_063,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_019,Telefone,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_092,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_058,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_183,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_090,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_117,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_062,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_023,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_127,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_137,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_140,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_129,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_058,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_122,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_001,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_034,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_096,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_126,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_118,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_048,Internet,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_089,Fibra Óptica,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_117,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_129,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_016,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_189,Internet,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_192,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_191,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_069,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_022,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_093,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_195,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_076,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_154,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_144,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_179,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_086,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_185,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_029,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_069,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_047,TV,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_094,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_190,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_197,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_144,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_176,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_085,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_039,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_100,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_033,TV,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_101,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_023,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_010,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_069,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_100,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_034,Fibra Óptica,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_180,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_138,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_147,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_186,Internet,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_096,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_001,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_069,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_004,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_016,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_024,TV,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_080,Internet,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_002,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_128,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_160,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_084,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_152,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_140,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_178,Streaming,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_163,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_124,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_033,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_161,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_189,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_179,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_171,TV,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_101,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_012,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_067,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_065,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_161,Streaming,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_168,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_074,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_043,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_044,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_029,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_141,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_012,TV,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_095,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_046,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_130,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_035,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_081,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_090,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_008,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_093,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_154,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_090,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_162,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_115,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_105,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_135,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_196,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_058,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_114,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_075,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_157,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_120,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_164,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_021,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_164,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_138,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_101,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_152,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_192,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_177,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_099,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_036,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_096,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_152,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_151,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_190,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_037,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_012,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
