cliente,servico,review
Cliente_124,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_106,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_158,Nuvem,Atendimento cordial e sem enrolação.
Cliente_147,Streaming,Estou gostando bastante do serviço.
Cliente_145,TV,Não resolve meu problema nunca.
Cliente_120,TV,Equipe super preparada e educada.
Cliente_063,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_019,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_092,TV,Péssimo suporte ao cliente.
Cliente_058,Telefone,Equipe super preparada e educada.
Cliente_183,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_090,Nuvem,Equipe super preparada e educada.
Cliente_117,Telefone,Atendimento demorado e ineficiente.
Cliente_062,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_023,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_127,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_137,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_140,Internet,Atendimento demorado e ineficiente.
Cliente_129,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_058,Telefone,Atendimento rápido e eficiente.
Cliente_122,Telefone,Atendimento rápido e eficiente.
Cliente_001,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_034,Internet,"Experiência comum, igual a outras empresas."
Cliente_096,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_126,Nuvem,Péssimo! Nunca mais contrato.
Cliente_118,TV,O atendimento poderia ser melhor.
Cliente_048,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_089,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_117,Telefone,Atendimento demorado e ineficiente.
Cliente_129,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_016,Internet,"O sinal cai toda hora, não gosto."
Cliente_189,Internet,"Quero cancelar, só dor de cabeça."
Cliente_192,Internet,Atendimento cordial e sem enrolação.
Cliente_191,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_069,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_022,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_093,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_195,Nuvem,Nunca consigo falar com o suporte.
Cliente_076,Streaming,Ainda estou avaliando o serviço.
Cliente_154,Nuvem,Atendimento rápido e eficiente.
Cliente_144,Internet,Atendimento rápido e eficiente.
Cliente_179,Internet,"O sinal cai toda hora, não gosto."
Cliente_086,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_185,Telefone,"Serviço comum, nem bom nem ruim."
Cliente_029,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_069,Telefone,"Cobrança correta, sem surpresas."
Cliente_047,TV,"Cobrança correta, sem surpresas."
Cliente_094,Internet,"Muito lento, sempre com problemas."
Cliente_190,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_197,TV,Funciona na maior parte do tempo.
Cliente_144,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_176,Streaming,Nunca consigo falar com o suporte.
Cliente_085,Internet,Não resolve meu problema nunca.
Cliente_039,TV,Péssimo! Nunca mais contrato.
Cliente_100,Streaming,O app poderia ser mais rápido.
Cliente_033,TV,"Cobrança correta, sem surpresas."
Cliente_101,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_023,Streaming,Péssimo suporte ao cliente.
Cliente_010,Streaming,Nunca consigo falar com o suporte.
Cliente_069,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_100,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_034,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_180,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_138,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_147,Streaming,O atendimento poderia ser melhor.
Cliente_186,Internet,"Serviço comum, nem bom nem ruim."
Cliente_096,Telefone,"Muito lento, sempre com problemas."
Cliente_001,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_069,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_004,Nuvem,Atendimento cordial e sem enrolação.
Cliente_016,Telefone,Atendimento rápido e eficiente.
Cliente_024,TV,Poderiam oferecer mais opções.
Cliente_080,Internet,"Quero cancelar, só dor de cabeça."
Cliente_002,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_128,Nuvem,"Muito lento, sempre com problemas."
Cliente_160,Streaming,Não resolve meu problema nunca.
Cliente_084,Nuvem,Poderiam oferecer mais opções.
Cliente_152,Streaming,O app poderia ser mais rápido.
Cliente_140,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_178,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_163,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_124,Streaming,O atendimento poderia ser melhor.
Cliente_033,TV,Equipe super preparada e educada.
Cliente_161,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_189,Internet,Poderiam oferecer mais opções.
Cliente_179,Telefone,Nunca consigo falar com o suporte.
Cliente_171,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_101,Internet,"Fui muito bem atendido, recomendo!"
Cliente_012,Nuvem,O atendimento poderia ser melhor.
Cliente_067,TV,"É um serviço ok, cumpre o que promete."
Cliente_065,Internet,Estou muito insatisfeito com o serviço.
Cliente_161,Streaming,Poderiam oferecer mais opções.
Cliente_168,Telefone,Funciona na maior parte do tempo.
Cliente_074,Internet,Péssimo! Nunca mais contrato.
Cliente_043,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_044,Streaming,Não resolve meu problema nunca.
Cliente_029,Internet,Atendimento demorado e ineficiente.
Cliente_141,Nuvem,Não resolve meu problema nunca.
Cliente_012,TV,"Muito lento, sempre com problemas."
Cliente_095,Internet,Estou muito insatisfeito com o serviço.
Cliente_046,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_130,Internet,Atendimento rápido e eficiente.
Cliente_035,Telefone,Não resolve meu problema nunca.
Cliente_081,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_090,Internet,Equipe super preparada e educada.
Cliente_008,Nuvem,Péssimo! Nunca mais contrato.
Cliente_093,Internet,Ainda estou avaliando o serviço.
Cliente_154,TV,Atendimento demorado e ineficiente.
Cliente_090,Internet,Atendimento cordial e sem enrolação.
Cliente_162,Fibra Óptica,Equipe super preparada e educada.
Cliente_115,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_105,Internet,"Cobrança correta, sem surpresas."
Cliente_135,Nuvem,"Muito lento, sempre com problemas."
Cliente_196,Streaming,"O sinal cai toda hora, não gosto."
Cliente_058,Internet,Nunca consigo falar com o suporte.
Cliente_114,Internet,"Muito lento, sempre com problemas."
Cliente_075,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_157,Nuvem,Péssimo suporte ao cliente.
Cliente_120,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_164,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_021,Telefone,"Muito lento, sempre com problemas."
Cliente_164,Internet,Atendimento demorado e ineficiente.
Cliente_138,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_101,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_152,Telefone,Poderiam oferecer mais opções.
Cliente_192,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_177,Nuvem,Equipe super preparada e educada.
Cliente_099,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_036,Streaming,"O sinal cai toda hora, não gosto."
Cliente_096,Telefone,"Muito lento, sempre com problemas."
Cliente_152,Nuvem,Equipe super preparada e educada.
Cliente_151,Streaming,"Muito lento, sempre com problemas."
Cliente_190,Nuvem,Atendimento rápido e eficiente.
Cliente_037,Nuvem,Péssimo suporte ao cliente.
Cliente_012,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_113,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_183,Nuvem,Atendimento cordial e sem enrolação.
Cliente_013,TV,Atendimento cordial e sem enrolação.
Cliente_023,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_099,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_105,Streaming,Ainda estou avaliando o serviço.
Cliente_030,Streaming,Péssimo suporte ao cliente.
Cliente_017,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_113,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_062,Telefone,"Experiência comum, igual a outras empresas."
Cliente_084,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_112,Internet,"Muito lento, sempre com problemas."
Cliente_086,Streaming,Poderiam oferecer mais opções.
Cliente_141,Internet,Péssimo suporte ao cliente.
Cliente_187,Nuvem,Péssimo! Nunca mais contrato.
Cliente_019,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_177,Streaming,Atendimento cordial e sem enrolação.
Cliente_100,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_140,Telefone,Nunca consigo falar com o suporte.
Cliente_189,Internet,"Experiência comum, igual a outras empresas."
Cliente_147,Telefone,Nunca consigo falar com o suporte.
Cliente_076,Nuvem,"Muito lento, sempre com problemas."
Cliente_009,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_199,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_028,Telefone,Péssimo suporte ao cliente.
Cliente_128,Streaming,"Cobrança correta, sem surpresas."
Cliente_052,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_083,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_111,Nuvem,Funciona na maior parte do tempo.
Cliente_144,Internet,"Serviço comum, nem bom nem ruim."
Cliente_117,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_069,Internet,"Experiência comum, igual a outras empresas."
Cliente_099,Streaming,Nunca consigo falar com o suporte.
Cliente_140,Internet,"É um serviço ok, cumpre o que promete."
Cliente_025,Nuvem,Equipe super preparada e educada.
Cliente_180,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_123,TV,Atendimento cordial e sem enrolação.
Cliente_053,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_151,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_144,Telefone,Atendimento rápido e eficiente.
Cliente_057,Streaming,Funciona na maior parte do tempo.
Cliente_039,Fibra Óptica,Funcionou perfeitamente durante a viagem.
Cliente_109,TV,Estou muito insatisfeito com o serviço.
Cliente_181,Nuvem,"Cobrança correta, sem surpresas."
Cliente_042,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_186,TV,Funcionou perfeitamente durante a viagem.
Cliente_167,Streaming,Atendimento demorado e ineficiente.
Cliente_142,TV,"Cobrança correta, sem surpresas."
Cliente_122,Internet,Estou muito insatisfeito com o serviço.
Cliente_133,Internet,Poderiam oferecer mais opções.
Cliente_163,Telefone,Atendimento demorado e ineficiente.
Cliente_075,Streaming,Estou muito insatisfeito com o serviço.
Cliente_146,Streaming,O atendimento poderia ser melhor.
Cliente_076,TV,"É um serviço ok, cumpre o que promete."
Cliente_009,Telefone,Estou muito insatisfeito com o serviço.
Cliente_074,Streaming,"O sinal cai toda hora, não gosto."
Cliente_186,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_145,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_007,Internet,"Fui muito bem atendido, recomendo!"
Cliente_174,TV,"Serviço comum, nem bom nem ruim."
Cliente_141,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_168,Internet,Péssimo! Nunca mais contrato.
Cliente_170,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_137,Streaming,Funciona na maior parte do tempo.
Cliente_178,Internet,O app poderia ser mais rápido.
Cliente_027,Nuvem,Atendimento demorado e ineficiente.
Cliente_122,Nuvem,O app poderia ser mais rápido.
Cliente_194,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_005,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_029,Internet,Nota 10! Melhor experiência que já tive.
Cliente_165,TV,"Muito lento, sempre com problemas."
Cliente_166,Internet,"Cobrança correta, sem surpresas."
Cliente_083,Fibra Óptica,O atendimento poderia ser melhor.
Cliente_136,Nuvem,"Cobrança correta, sem surpresas."
Cliente_109,Telefone,Atendimento cordial e sem enrolação.
Cliente_065,Telefone,Estou muito insatisfeito com o serviço.
Cliente_086,TV,"O sinal cai toda hora, não gosto."
Cliente_145,Telefone,Atendimento cordial e sem enrolação.
Cliente_071,Fibra Óptica,Equipe super preparada e educada.
Cliente_045,Fibra Óptica,Não resolve meu problema nunca.
Cliente_132,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_036,Telefone,"Cobrança correta, sem surpresas."
Cliente_070,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_159,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_019,Telefone,Estou muito insatisfeito com o serviço.
Cliente_189,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_108,Nuvem,Nunca consigo falar com o suporte.
Cliente_182,Internet,"Quero cancelar, só dor de cabeça."
Cliente_167,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_091,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_090,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_019,Streaming,Péssimo suporte ao cliente.
Cliente_039,Nuvem,Não resolve meu problema nunca.
Cliente_126,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_195,Fibra Óptica,O app poderia ser mais rápido.
Cliente_173,Streaming,Péssimo! Nunca mais contrato.
Cliente_141,Telefone,Nunca consigo falar com o suporte.
Cliente_126,TV,Nunca consigo falar com o suporte.
Cliente_058,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_148,TV,Não resolve meu problema nunca.
Cliente_200,TV,"Cobrança correta, sem surpresas."
Cliente_061,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_127,TV,"Muito lento, sempre com problemas."
Cliente_105,Nuvem,Péssimo suporte ao cliente.
Cliente_167,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_001,Streaming,Atendimento cordial e sem enrolação.
Cliente_131,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_092,Internet,Estou muito insatisfeito com o serviço.
Cliente_190,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_191,Telefone,"Muito lento, sempre com problemas."
Cliente_113,Telefone,Atendimento rápido e eficiente.
Cliente_153,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_056,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_161,Internet,Atendimento demorado e ineficiente.
Cliente_166,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_117,TV,Ainda estou avaliando o serviço.
Cliente_134,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_058,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_044,Streaming,Péssimo suporte ao cliente.
Cliente_173,Streaming,Ainda estou avaliando o serviço.
Cliente_160,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_173,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_061,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_047,Telefone,Estou muito insatisfeito com o serviço.
Cliente_149,Internet,"Muito lento, sempre com problemas."
Cliente_080,TV,Ainda estou avaliando o serviço.
Cliente_118,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_164,TV,Estou gostando bastante do serviço.
Cliente_147,Internet,Atendimento demorado e ineficiente.
Cliente_020,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_185,Streaming,Nunca consigo falar com o suporte.
Cliente_146,TV,"Serviço comum, nem bom nem ruim."
Cliente_047,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_049,Internet,"O sinal cai toda hora, não gosto."
Cliente_014,TV,Funcionou perfeitamente durante a viagem.
Cliente_143,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_159,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_001,Internet,"Muito lento, sempre com problemas."
Cliente_117,TV,Péssimo! Nunca mais contrato.
Cliente_054,Telefone,"Muito lento, sempre com problemas."
Cliente_118,Telefone,"Cobrança correta, sem surpresas."
Cliente_003,Internet,Equipe super preparada e educada.
Cliente_144,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_185,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_012,Internet,Nota 10! Melhor experiência que já tive.
Cliente_074,Telefone,O atendimento poderia ser melhor.
Cliente_016,Telefone,Péssimo suporte ao cliente.
Cliente_200,Internet,Não resolve meu problema nunca.
Cliente_102,Nuvem,Péssimo suporte ao cliente.
Cliente_152,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_156,TV,Funcionou perfeitamente durante a viagem.
Cliente_117,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_008,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_122,Streaming,Nunca consigo falar com o suporte.
Cliente_092,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_164,Telefone,"Muito lento, sempre com problemas."
Cliente_090,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_136,Internet,Funciona na maior parte do tempo.
Cliente_186,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_060,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_178,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_028,Telefone,"Cobrança correta, sem surpresas."
Cliente_101,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_041,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_192,Internet,"Fui muito bem atendido, recomendo!"
Cliente_155,Internet,"Cobrança correta, sem surpresas."
Cliente_191,Internet,Atendimento rápido e eficiente.
Cliente_145,Telefone,Péssimo suporte ao cliente.
Cliente_161,Nuvem,Funcionou perfeitamente durante a viagem.
